Myoware,X-axis,Y-axis,Z-axis,Output
631,-6.75,4.84,-1,Bicep_Wrong_Form
421,-6.34,5.41,0.09,Bicep_Wrong_Form
498,-7.69,2.13,0.03,Bicep_Wrong_Form
403,-5.97,6.59,1.41,Bicep_Wrong_Form
502,-7.56,3,-0.16,Bicep_Wrong_Form
280,-6.25,5.22,1.44,Bicep_Wrong_Form
429,-8,1.81,-0.66,Bicep_Wrong_Form
250,-6,4.81,0.69,Bicep_Wrong_Form
512,-7.53,1.22,-1.16,Bicep_Wrong_Form
235,-5.63,4.78,1.16,Bicep_Wrong_Form
481,-7.78,1.37,-0.72,Bicep_Wrong_Form
255,-5.91,4.25,1.5,Bicep_Wrong_Form
977,-6.97,2.5,-0.44,Bicep_Wrong_Form
364,-5.03,4.72,1.16,Bicep_Wrong_Form
453,-7.31,2,-0.16,Bicep_Wrong_Form
209,-5.94,6.06,1.22,Bicep_Wrong_Form
63,-7.59,1.12,-1.44,Bicep_Wrong_Form
211,-5.53,6.81,1.28,Bicep_Wrong_Form
71,-7.84,3.41,-0.69,Bicep_Wrong_Form
179,-5.13,5.72,1.56,Bicep_Wrong_Form
68,-7.56,1.72,-0.91,Bicep_Wrong_Form
172,-4.69,5.72,2.13,Bicep_Wrong_Form
63,-7.69,1.16,-1.22,Bicep_Wrong_Form
285,-5.88,3.97,1,Bicep_Wrong_Form
69,-7.94,1.72,-0.44,Bicep_Wrong_Form
556,-7.47,3.94,0.09,Bicep_Wrong_Form
356,-7.25,2.75,0.94,Bicep_Wrong_Form
487,-6.63,4.06,0.81,Bicep_Wrong_Form
424,-7.44,4,-0.16,Bicep_Wrong_Form
316,-7.03,4.25,1,Bicep_Wrong_Form
88,-7.69,1.84,-0.84,Bicep_Wrong_Form
316,-5.84,4.5,0.97,Bicep_Wrong_Form
404,-7.47,1.75,-0.63,Bicep_Wrong_Form
264,-5.94,4.97,1.19,Bicep_Wrong_Form
66,-7.81,1.69,-1.28,Bicep_Wrong_Form
209,-5.5,5.31,1.03,Bicep_Wrong_Form
93,-7.53,1.44,0.44,Bicep_Wrong_Form
612,-7.69,3.56,-0.28,Bicep_Wrong_Form
104,-7.59,4.16,0.56,Bicep_Wrong_Form
474,-7.19,3.19,-1,Bicep_Wrong_Form
351,-6.06,4.75,0,Bicep_Wrong_Form
68,-7.78,2.28,-1.34,Bicep_Wrong_Form
375,-7.59,2.59,-1.28,Bicep_Wrong_Form
600,-7.38,3.53,-0.12,Bicep_Wrong_Form
422,-6.63,3.91,-0.91,Bicep_Wrong_Form
94,-7.41,2.16,-1.41,Bicep_Wrong_Form
374,-6.59,4.47,-0.94,Bicep_Wrong_Form
659,-7.66,1.44,-0.84,Bicep_Wrong_Form
292,-6.19,4.56,-0.09,Bicep_Wrong_Form
70,-7.56,1.72,-1.19,Bicep_Wrong_Form
708,-7.28,4.25,-1.16,Bicep_Wrong_Form
367,-6.25,5.34,1,Bicep_Wrong_Form
86,-7.75,0.63,-1.06,Bicep_Wrong_Form
294,-6.19,4.44,-0.53,Bicep_Wrong_Form
85,-7.63,1,-0.97,Bicep_Wrong_Form
191,-6.19,5.41,0.59,Bicep_Wrong_Form
66,-7.75,1.53,-1.31,Bicep_Wrong_Form
215,-5.09,4.97,1.31,Bicep_Wrong_Form
74,-7.38,0.59,-0.59,Bicep_Wrong_Form
165,-4.75,5.63,1.41,Bicep_Wrong_Form
64,-7.09,1.47,-0.84,Bicep_Wrong_Form
294,-5.13,4.63,1.37,Bicep_Wrong_Form
64,-7.78,0.88,-1.94,Bicep_Wrong_Form
296,-6.81,4.03,0.69,Bicep_Wrong_Form
93,-7,3.78,-0.31,Bicep_Wrong_Form
438,-7.66,3.28,-0.16,Bicep_Wrong_Form
216,-6.56,3.84,0.22,Bicep_Wrong_Form
49,-7.75,1.66,-0.94,Bicep_Wrong_Form
166,-5.16,5.03,1.12,Bicep_Wrong_Form
49,-7.66,1.75,-1.12,Bicep_Wrong_Form
152,-5.03,6,1.19,Bicep_Wrong_Form
47,-7.69,1.37,-0.75,Bicep_Wrong_Form
209,-5.63,3.97,0.94,Bicep_Wrong_Form
277,-6.94,3.75,-0.25,Bicep_Wrong_Form
360,-7.38,3.13,-0.06,Bicep_Wrong_Form
218,-5.66,5.06,0.88,Bicep_Wrong_Form
413,-7.81,0.88,-1.59,Bicep_Wrong_Form
148,-5.59,5.53,1.37,Bicep_Wrong_Form
58,-7.41,1.28,-0.91,Bicep_Wrong_Form
196,-5.28,5.28,1.09,Bicep_Wrong_Form
63,-8.06,4.34,0.37,Bicep_Wrong_Form
454,-7.5,3.47,0.25,Bicep_Wrong_Form
228,-5.88,5.59,0.84,Bicep_Wrong_Form
51,-7.72,2.25,-0.97,Bicep_Wrong_Form
159,-5.63,5.47,1.03,Bicep_Wrong_Form
47,-7.59,1.41,-1.84,Bicep_Wrong_Form
227,-5.5,4.72,1.16,Bicep_Wrong_Form
46,-7.78,3,-1.31,Bicep_Wrong_Form
228,-5.75,5,0.94,Bicep_Wrong_Form
174,-7.84,0.31,-0.81,Bicep_Wrong_Form
295,-5.5,4.91,1.34,Bicep_Wrong_Form
405,-5.94,4.84,0.66,Bicep_Wrong_Form
58,-6.63,4.75,0.41,Bicep_Wrong_Form
431,-7.63,3.28,-0.06,Bicep_Wrong_Form
264,-6.97,3.06,-1,Bicep_Wrong_Form
545,-7.34,2.5,-1.37,Bicep_Wrong_Form
234,-5.94,4.19,0.81,Bicep_Wrong_Form
123,-7.63,1.72,-0.72,Bicep_Wrong_Form
190,-4.75,5.25,2.22,Bicep_Wrong_Form
45,-7.34,0.78,-0.88,Bicep_Wrong_Form
372,-4.69,6.59,2.09,Bicep_Wrong_Form
45,-7.75,2.16,-1.16,Bicep_Wrong_Form
239,-5.66,4.5,1.28,Bicep_Wrong_Form
46,-7.09,2.19,-1.06,Bicep_Wrong_Form
774,-8.03,-0.34,-0.69,Bicep_Wrong_Form
484,-5.56,5.63,0.69,Bicep_Wrong_Form
744,-7.28,2.63,-0.66,Bicep_Wrong_Form
328,-6.19,5.5,-0.16,Bicep_Wrong_Form
980,-8.84,3.09,-1.72,Bicep_Wrong_Form
279,-5.63,7.13,1.19,Bicep_Wrong_Form
52,-7.13,3.13,0.22,Bicep_Wrong_Form
475,-6.47,4.5,0.03,Bicep_Wrong_Form
267,-5,3.78,1.25,Bicep_Wrong_Form
52,-6.63,2,1.06,Bicep_Wrong_Form
500,-5.44,5.56,1.03,Bicep_Wrong_Form
60,-7.97,1.25,-0.66,Bicep_Wrong_Form
498,-6.06,4.75,0.47,Bicep_Wrong_Form
94,-7.56,2.78,-1.25,Bicep_Wrong_Form
330,-6.38,3.88,0.06,Bicep_Wrong_Form
72,-7.06,1.25,0.22,Bicep_Wrong_Form
475,-4.59,5.44,1.91,Bicep_Wrong_Form
82,-7.34,1.09,-1.19,Bicep_Wrong_Form
372,-6.09,4.31,0.03,Bicep_Wrong_Form
975,-7.25,3.66,-0.69,Bicep_Wrong_Form
387,-6.13,5.88,0.69,Bicep_Wrong_Form
744,-6.91,3.19,-1.16,Bicep_Wrong_Form
336,-5.84,4.97,0.97,Bicep_Wrong_Form
712,-7.53,2.91,-0.06,Bicep_Wrong_Form
356,-5.84,4.66,0.22,Bicep_Wrong_Form
768,-7.31,3.06,-0.22,Bicep_Wrong_Form
374,-6.38,3.78,-0.12,Bicep_Wrong_Form
749,-6.88,4.75,-0.69,Bicep_Wrong_Form
74,-4.88,5.69,1.16,Bicep_Wrong_Form
863,-6.72,2.81,-0.12,Bicep_Wrong_Form
62,-7,4.66,-0.16,Bicep_Wrong_Form
870,-7.06,4.38,-0.81,Bicep_Wrong_Form
49,-6,4.63,0.22,Bicep_Wrong_Form
630,-7.41,3.5,-0.37,Bicep_Wrong_Form
51,-6.88,3.66,0.22,Bicep_Wrong_Form
592,-7.09,2.84,-0.31,Bicep_Wrong_Form
48,-6.09,4.59,0.37,Bicep_Wrong_Form
338,-7.34,3.59,0.31,Bicep_Wrong_Form
263,-5.84,4,1.31,Bicep_Wrong_Form
353,-6.03,4.66,0.19,Bicep_Wrong_Form
48,-7.25,5.06,-0.44,Bicep_Wrong_Form
334,-5.44,5.28,1.09,Bicep_Wrong_Form
67,-7.25,2.31,-0.81,Bicep_Wrong_Form
244,-5.59,4.78,0.91,Bicep_Wrong_Form
445,-7.69,3.22,0.03,Bicep_Wrong_Form
55,-7.34,1.53,-0.63,Bicep_Wrong_Form
394,-7.38,0.28,-0.69,Bicep_Wrong_Form
487,-7.88,1.91,-0.31,Bicep_Wrong_Form
631,-7.69,2.53,-0.72,Bicep_Wrong_Form
428,-7.66,1.28,-0.12,Bicep_Wrong_Form
540,-8,1.69,-0.31,Bicep_Wrong_Form
416,-7.72,3.75,-0.53,Bicep_Wrong_Form
62,-7.25,1.41,-0.66,Bicep_Wrong_Form
558,-6.69,3.47,0.53,Bicep_Wrong_Form
976,-7.38,1.75,-0.94,Bicep_Wrong_Form
372,-7,3.59,-0.75,Bicep_Wrong_Form
523,-7.75,1.59,-0.94,Bicep_Wrong_Form
62,-7.09,4.31,-0.34,Bicep_Wrong_Form
979,-6.84,2.5,-0.69,Bicep_Wrong_Form
385,-6.66,4.53,-0.47,Bicep_Wrong_Form
530,-7.38,2.97,-0.37,Bicep_Wrong_Form
458,-6.84,4.41,0,Bicep_Wrong_Form
57,-8.53,0.47,-1.34,Bicep_Wrong_Form
775,-8.22,4.41,-1.09,Bicep_Wrong_Form
402,-7.78,5.53,-0.97,Bicep_Wrong_Form
597,-7.84,1.91,0.5,Bicep_Wrong_Form
279,-6.94,3.28,-0.22,Bicep_Wrong_Form
53,-6.78,0.03,-1.41,Bicep_Wrong_Form
293,-5.97,5.28,1.28,Bicep_Wrong_Form
233,-6.88,0.44,-0.09,Bicep_Wrong_Form
62,-7.59,-0.09,-2.5,Bicep_Wrong_Form
300,-6.22,4.44,0.37,Bicep_Wrong_Form
236,-7.41,0.94,-0.06,Bicep_Wrong_Form
980,-5.66,5.16,0.66,Bicep_Wrong_Form
76,-7.25,1.78,1.12,Bicep_Wrong_Form
611,-6.09,3.69,-0.78,Bicep_Wrong_Form
416,-7.34,1.78,-0.91,Bicep_Wrong_Form
702,-6.34,4.81,0.16,Bicep_Wrong_Form
478,-8.06,2.25,-0.53,Bicep_Wrong_Form
263,-6.78,2.63,-0.06,Bicep_Wrong_Form
470,-7.03,4.59,-0.34,Bicep_Wrong_Form
80,-8.06,1.56,0.66,Bicep_Wrong_Form
606,-6.47,2.63,-0.84,Bicep_Wrong_Form
55,-7.41,3.19,-1.03,Bicep_Wrong_Form
428,-7.69,2.16,-0.53,Bicep_Wrong_Form
757,-7.13,2.34,-0.53,Bicep_Wrong_Form
398,-7.59,3.28,0.12,Bicep_Wrong_Form
461,-7.66,2,-1.19,Bicep_Wrong_Form
315,-6.06,5.5,0.37,Bicep_Wrong_Form
554,-7.81,2.06,-0.5,Bicep_Wrong_Form
351,-6.03,6.16,0.53,Bicep_Wrong_Form
609,-8.13,1.31,-0.97,Bicep_Wrong_Form
359,-6,4.88,0.81,Bicep_Wrong_Form
912,-7.28,1.09,-0.75,Bicep_Wrong_Form
408,-5.72,3.91,0.94,Bicep_Wrong_Form
74,-7.41,3.03,-0.56,Bicep_Wrong_Form
432,-6.47,4.44,-0.84,Bicep_Wrong_Form
51,-7.44,2.16,-1,Bicep_Wrong_Form
329,-6.34,3.72,0.16,Bicep_Wrong_Form
110,-7.56,1.28,-1.03,Bicep_Wrong_Form
524,-5.63,3.66,1.84,Bicep_Wrong_Form
58,-7.38,0.31,-1.53,Bicep_Wrong_Form
353,-6.03,4.53,0.34,Bicep_Wrong_Form
535,-7.78,-0.16,-0.28,Bicep_Wrong_Form
348,-7,5.34,0.66,Bicep_Wrong_Form
569,-7.97,2.94,-0.94,Bicep_Wrong_Form
512,-7.59,4,-0.88,Bicep_Wrong_Form
617,-6.97,2.91,-0.09,Bicep_Wrong_Form
354,-7.28,2.88,0.47,Bicep_Wrong_Form
289,-6.91,2.75,-0.37,Bicep_Wrong_Form
52,-7.63,0.19,-1.09,Bicep_Wrong_Form
366,-6.59,2.94,0.59,Bicep_Wrong_Form
51,-7.22,0.53,-0.88,Bicep_Wrong_Form
384,-5.5,5.19,0.34,Bicep_Wrong_Form
57,-8,0.59,-0.56,Bicep_Wrong_Form
324,-6.19,4.09,0.16,Bicep_Wrong_Form
423,-6.53,4.44,0.56,Bicep_Wrong_Form
74,-8.69,0.84,-0.81,Bicep_Wrong_Form
978,-6.53,2.59,-1.53,Bicep_Wrong_Form
755,-7.31,1.75,-1.37,Bicep_Wrong_Form
692,-8.31,2,-2.53,Bicep_Wrong_Form
383,-6.41,4.09,0.53,Bicep_Wrong_Form
51,-8.16,-0.69,-0.06,Bicep_Wrong_Form
343,-6.31,4.34,0.84,Bicep_Wrong_Form
54,-7.84,-0.31,-0.75,Bicep_Wrong_Form
351,-7.38,-2.03,-1.37,Bicep_Wrong_Form
52,-7.53,0.31,-0.31,Bicep_Wrong_Form
590,-5.84,4.22,-0.31,Bicep_Wrong_Form
842,-7.38,3.88,-0.37,Bicep_Wrong_Form
922,-5.28,3.69,0.41,Bicep_Wrong_Form
789,-7.66,2.16,-0.88,Bicep_Wrong_Form
596,-7.25,4.16,-1,Bicep_Wrong_Form
740,-8.09,2.47,-0.41,Bicep_Wrong_Form
566,-8.06,3.22,0.16,Bicep_Wrong_Form
884,-6.09,5.41,-0.22,Bicep_Wrong_Form
455,-6.56,1.12,0.66,Bicep_Wrong_Form
509,-7.63,2.09,-0.94,Bicep_Wrong_Form
415,-6.97,4,0.03,Bicep_Wrong_Form
320,-6.66,4.09,0.63,Bicep_Wrong_Form
439,-7.56,1.53,-0.81,Bicep_Wrong_Form
291,-6.47,3.75,0.56,Bicep_Wrong_Form
662,-7.69,1.16,-0.78,Bicep_Wrong_Form
340,-5.5,6.31,1.28,Bicep_Wrong_Form
549,-7.16,2.03,-0.84,Bicep_Wrong_Form
363,-4.72,6.31,1.84,Bicep_Wrong_Form
64,-7.44,1.66,-1.22,Bicep_Wrong_Form
317,-5.34,5.06,1.16,Bicep_Wrong_Form
48,-7.81,2.44,-1.91,Bicep_Wrong_Form
502,-3.88,5.94,2.69,Bicep_Wrong_Form
308,-7.75,2.78,-0.5,Bicep_Wrong_Form
576,-6.31,5.06,0.81,Bicep_Wrong_Form
59,-6.19,4.06,0.97,Bicep_Wrong_Form
458,-6.75,2.06,-0.94,Bicep_Wrong_Form
326,-5,5.09,1.41,Bicep_Wrong_Form
84,-7.34,2.09,-0.91,Bicep_Wrong_Form
417,-5.53,4.34,1,Bicep_Wrong_Form
277,-7.59,2.34,-0.75,Bicep_Wrong_Form
621,-5,5.47,1,Bicep_Wrong_Form
273,-7.75,2.53,-0.78,Bicep_Wrong_Form
512,-6.63,3.88,0.72,Bicep_Wrong_Form
358,-8.06,3.91,-0.75,Bicep_Wrong_Form
606,-7.47,2.66,0.19,Bicep_Wrong_Form
315,-5.31,4.59,0.88,Bicep_Wrong_Form
471,-7.47,1.94,-1.19,Bicep_Wrong_Form
364,-5.5,4.72,0.88,Bicep_Wrong_Form
290,-7.44,1.72,-0.44,Bicep_Wrong_Form
400,-6.25,4.5,0.41,Bicep_Wrong_Form
57,-6.56,4.75,-0.5,Bicep_Wrong_Form
466,-7.03,3.97,0.37,Bicep_Wrong_Form
51,-6.66,4.53,0.31,Bicep_Wrong_Form
452,-6.44,4.75,0.06,Bicep_Wrong_Form
240,-7.03,2.53,-0.25,Bicep_Wrong_Form
50,-6.69,3.38,0.53,Bicep_Wrong_Form
585,-7.16,3.53,-0.5,Bicep_Wrong_Form
347,-5.13,4.91,1.41,Bicep_Wrong_Form
115,-7.16,2.47,-1.09,Bicep_Wrong_Form
313,-6.59,3.94,0.41,Bicep_Wrong_Form
291,-7.44,1.22,-0.91,Bicep_Correct_Form
524,-6.81,1.19,-0.75,Bicep_Correct_Form
74,-7.72,0.94,-0.63,Bicep_Correct_Form
327,-7.63,1.19,-0.81,Bicep_Correct_Form
92,-7.31,1.16,-0.91,Bicep_Correct_Form
395,-8.31,0.5,-0.69,Bicep_Correct_Form
45,-6.91,4.28,-0.28,Bicep_Correct_Form
173,-7.47,0.63,-1.81,Bicep_Correct_Form
700,-7.16,-0.12,-1.56,Bicep_Correct_Form
392,-7.59,1.78,-0.78,Bicep_Correct_Form
483,-7.72,0.56,-1.72,Bicep_Correct_Form
556,-7.72,0.88,-1.56,Bicep_Correct_Form
679,-7.28,0.63,-0.69,Bicep_Correct_Form
585,-7.56,0.47,-2,Bicep_Correct_Form
326,-7.31,0.78,-1.44,Bicep_Correct_Form
483,-7.78,1.66,-1.31,Bicep_Correct_Form
553,-7.63,1.06,-1.06,Bicep_Correct_Form
441,-7.66,1.16,-1.31,Bicep_Correct_Form
683,-7.91,1.34,-1.37,Bicep_Correct_Form
403,-7.41,1.25,-1.44,Bicep_Correct_Form
922,-7.63,1.03,-1.03,Bicep_Correct_Form
408,-7.13,1.47,-0.53,Bicep_Correct_Form
946,-7.53,0.09,-1.16,Bicep_Correct_Form
386,-7.53,2.03,-0.84,Bicep_Correct_Form
477,-7.69,1.75,-1.47,Bicep_Correct_Form
691,-7.72,1.5,-1.09,Bicep_Correct_Form
379,-7.66,1.28,-1.16,Bicep_Correct_Form
730,-7.66,0.78,-0.94,Bicep_Correct_Form
297,-7.38,1.53,-1.28,Bicep_Correct_Form
365,-7.72,0.47,-0.72,Bicep_Correct_Form
712,-7.59,1.06,-0.94,Bicep_Correct_Form
372,-7.59,1.56,-1.06,Bicep_Correct_Form
307,-7.38,1.44,-1.19,Bicep_Correct_Form
977,-7.91,1.44,-1.44,Bicep_Correct_Form
423,-7.47,1.56,-1.03,Bicep_Correct_Form
540,-7.44,0.56,-0.63,Bicep_Correct_Form
362,-7.31,0.97,-2.53,Bicep_Correct_Form
633,-7.78,0.06,-0.78,Bicep_Correct_Form
482,-7.34,0.69,-0.75,Bicep_Correct_Form
759,-7.63,0.84,-0.75,Bicep_Correct_Form
399,-7.78,0.94,-0.91,Bicep_Correct_Form
528,-7.69,0.97,-0.22,Bicep_Correct_Form
76,-7.53,0.75,-0.88,Bicep_Correct_Form
330,-8.13,-0.19,-1.44,Bicep_Correct_Form
481,-7.81,0.5,-0.84,Bicep_Correct_Form
422,-7.66,-0.06,-0.97,Bicep_Correct_Form
128,-7.59,0.59,-0.84,Bicep_Correct_Form
443,-7.5,1.03,-0.75,Bicep_Correct_Form
535,-7.78,0.34,-0.88,Bicep_Correct_Form
84,-7.44,0.44,-0.94,Bicep_Correct_Form
443,-7.31,0.44,-0.84,Bicep_Correct_Form
976,-7.81,0.12,-0.69,Bicep_Correct_Form
249,-7.84,0.5,-0.78,Bicep_Correct_Form
344,-7.59,-0.22,-0.69,Bicep_Correct_Form
63,-7.41,0.37,-0.88,Bicep_Correct_Form
374,-8.09,-0.66,-1.44,Bicep_Correct_Form
657,-7.34,-0.31,-0.69,Bicep_Correct_Form
73,-7.5,0.22,-0.84,Bicep_Correct_Form
638,-7.47,-0.56,-0.78,Bicep_Correct_Form
317,-7.47,-1.31,-1.47,Bicep_Correct_Form
615,-7.22,0.09,-1.25,Bicep_Correct_Form
349,-7.75,0.41,-1.25,Bicep_Correct_Form
507,-7.44,0.25,-0.28,Bicep_Correct_Form
67,-7.75,1,-0.63,Bicep_Correct_Form
511,-7.5,0.63,0,Bicep_Correct_Form
73,-7.66,-0.12,-1.22,Bicep_Correct_Form
402,-8,-0.56,-0.5,Bicep_Correct_Form
641,-7.5,0.56,-0.81,Bicep_Correct_Form
394,-7.75,0.16,-0.88,Bicep_Correct_Form
445,-7.75,0.47,-1.12,Bicep_Correct_Form
548,-7.63,1.12,-1.25,Bicep_Correct_Form
973,-7.72,1.12,-1.28,Bicep_Correct_Form
78,-7.59,1.03,-1,Bicep_Correct_Form
974,-7.5,1.56,-0.44,Bicep_Correct_Form
372,-7.63,0.72,-0.84,Bicep_Correct_Form
519,-7.56,0.06,-0.78,Bicep_Correct_Form
338,-7.59,0.09,-1.03,Bicep_Correct_Form
432,-6.13,0.12,-0.41,Bicep_Correct_Form
52,-7.84,0.5,-1.16,Bicep_Correct_Form
714,-7.81,0.78,-0.84,Bicep_Correct_Form
306,-7.53,0.66,-0.56,Bicep_Correct_Form
666,-7.72,-0.25,-0.97,Bicep_Correct_Form
311,-7.66,0.47,-1.19,Bicep_Correct_Form
374,-7.5,0.91,-0.34,Bicep_Correct_Form
629,-7.81,0.56,-0.97,Bicep_Correct_Form
98,-7.5,0.97,-0.56,Bicep_Correct_Form
459,-7.84,0.63,-0.81,Bicep_Correct_Form
606,-7.66,0.66,-0.5,Bicep_Correct_Form
84,-8.09,1.75,-0.72,Bicep_Correct_Form
465,-7.84,0.09,-0.16,Bicep_Correct_Form
83,-7.13,0.47,-0.88,Bicep_Correct_Form
350,-7.31,0.75,-0.25,Bicep_Correct_Form
440,-8,1.25,-0.72,Bicep_Correct_Form
59,-7.81,1.19,-0.41,Bicep_Correct_Form
715,-7.19,1.16,-0.16,Bicep_Correct_Form
57,-7.31,1.84,-0.59,Bicep_Correct_Form
316,-7.5,0.59,-0.44,Bicep_Correct_Form
481,-7.91,0.97,-1,Bicep_Correct_Form
81,-7.59,1.81,-0.37,Bicep_Correct_Form
817,-7.56,0.22,-0.34,Bicep_Correct_Form
409,-7.41,0.84,-0.59,Bicep_Correct_Form
93,-7.53,1.69,-0.37,Bicep_Correct_Form
619,-7.44,1.16,-0.63,Bicep_Correct_Form
389,-7.56,0.88,-0.59,Bicep_Correct_Form
564,-7.75,0.81,-0.53,Bicep_Correct_Form
122,-8.06,0.56,-0.78,Bicep_Correct_Form
578,-7.94,0.41,-0.25,Bicep_Correct_Form
744,-7.78,0.53,-0.72,Bicep_Correct_Form
57,-7.5,1.5,-0.63,Bicep_Correct_Form
658,-8.19,1.19,-0.78,Bicep_Correct_Form
395,-7.75,0.56,-1.41,Bicep_Correct_Form
470,-7.56,1.09,-0.12,Bicep_Correct_Form
919,-7.41,0.5,-1.25,Bicep_Correct_Form
61,-7.31,2.16,-0.31,Bicep_Correct_Form
935,-7.66,1.12,-1,Bicep_Correct_Form
71,-7.38,0.78,-0.69,Bicep_Correct_Form
952,-7.28,1.19,-0.53,Bicep_Correct_Form
703,-7.31,1.5,-1.12,Bicep_Correct_Form
87,-7.28,1.31,-0.66,Bicep_Correct_Form
974,-7.44,0.25,-1.03,Bicep_Correct_Form
475,-7.63,0.47,-1.31,Bicep_Correct_Form
567,-7.34,0.25,-0.72,Bicep_Correct_Form
513,-7.59,1.44,-0.19,Bicep_Correct_Form
594,-7.66,1.81,-1.78,Bicep_Correct_Form
974,-6.94,0.44,-0.81,Bicep_Correct_Form
62,-7.22,1.91,-0.56,Bicep_Correct_Form
704,-7.72,1.56,-0.91,Bicep_Correct_Form
91,-7.81,0.81,-1.19,Bicep_Correct_Form
564,-7.72,-0.28,-0.63,Bicep_Correct_Form
395,-7.69,0.53,-1.09,Bicep_Correct_Form
683,-7.25,-0.69,-0.44,Bicep_Correct_Form
495,-8.25,0.81,-1.56,Bicep_Correct_Form
975,-7.41,0.91,-1.06,Bicep_Correct_Form
59,-7.59,0.28,-0.84,Bicep_Correct_Form
974,-7.66,0.88,-0.44,Bicep_Correct_Form
100,-7.81,0.59,-0.41,Bicep_Correct_Form
429,-8.47,-0.25,-2.03,Bicep_Correct_Form
975,-7.63,0.22,-0.78,Bicep_Correct_Form
61,-7.34,0.31,-1.28,Bicep_Correct_Form
573,-8,0.94,-1.06,Bicep_Correct_Form
54,-7.75,0.66,-0.84,Bicep_Correct_Form
635,-7.84,-0.09,-1.31,Bicep_Correct_Form
498,-7.91,1.28,-1,Bicep_Correct_Form
59,-7.06,1.19,-0.19,Bicep_Correct_Form
798,-7.97,-0.19,-0.72,Bicep_Correct_Form
467,-7.59,1.41,-0.63,Bicep_Correct_Form
567,-7.59,1.69,-0.44,Bicep_Correct_Form
97,-7.5,1.5,-0.5,Bicep_Correct_Form
365,-7.63,0.97,-0.84,Bicep_Correct_Form
82,-7.69,1.31,-1.34,Bicep_Correct_Form
456,-7.25,1.37,-0.56,Bicep_Correct_Form
914,-8.09,0.63,-0.81,Bicep_Correct_Form
64,-7.84,1.12,-0.63,Bicep_Correct_Form
718,-7.66,1.41,-0.75,Bicep_Correct_Form
70,-7.66,0.41,-0.37,Bicep_Correct_Form
671,-7.75,0.19,0,Bicep_Correct_Form
531,-7.78,0.78,-0.84,Bicep_Correct_Form
477,-7.69,1.88,-0.37,Bicep_Correct_Form
542,-7.75,1.25,-1.19,Bicep_Correct_Form
973,-7.34,0.72,-0.47,Bicep_Correct_Form
79,-7.66,1,-0.94,Bicep_Correct_Form
402,-7.75,0.06,-1.31,Bicep_Correct_Form
463,-7.47,0.47,-1.03,Bicep_Correct_Form
823,-7.53,0.19,-1.22,Bicep_Correct_Form
419,-7.59,0.94,-1.28,Bicep_Correct_Form
478,-7.44,-0.22,-2.91,Bicep_Correct_Form
822,-7.38,0.81,-1.97,Bicep_Correct_Form
599,-7.88,0.97,-1.44,Bicep_Correct_Form
690,-7.47,0.16,-1.19,Bicep_Correct_Form
809,-7.75,-0.03,-2.75,Bicep_Correct_Form
512,-7.69,0.41,-1.47,Bicep_Correct_Form
580,-7.59,-0.5,-0.75,Bicep_Correct_Form
951,-7.75,-0.22,-1.06,Bicep_Correct_Form
531,-7.69,-0.41,-1.69,Bicep_Correct_Form
480,-7.94,-0.06,-1.12,Bicep_Correct_Form
972,-7.78,0.5,-0.91,Bicep_Correct_Form
763,-8.06,0.25,-1.03,Bicep_Correct_Form
493,-7.75,0.66,-1.31,Bicep_Correct_Form
970,-7.34,-0.12,-1.19,Bicep_Correct_Form
872,-7.59,0.5,-1.19,Bicep_Correct_Form
424,-7.63,0.59,-0.88,Bicep_Correct_Form
542,-7.59,0.59,-1,Bicep_Correct_Form
441,-7.63,0.31,-1.19,Bicep_Correct_Form
579,-7.66,0.5,-0.84,Bicep_Correct_Form
634,-7.66,0.75,-0.91,Bicep_Correct_Form
546,-7.53,0.31,-0.94,Bicep_Correct_Form
599,-7.66,0.41,-1.12,Bicep_Correct_Form
423,-7.69,0,-0.25,Bicep_Correct_Form
691,-7.56,1.47,-0.78,Bicep_Correct_Form
579,-7.81,1.5,-0.75,Bicep_Correct_Form
968,-7.59,0.59,-0.41,Bicep_Correct_Form
469,-7.63,1.03,-0.63,Bicep_Correct_Form
619,-7.97,0.28,-1.25,Bicep_Correct_Form
443,-7.66,0.72,-0.97,Bicep_Correct_Form
725,-7.88,0.66,-0.72,Bicep_Correct_Form
406,-7.97,0.84,-0.88,Bicep_Correct_Form
618,-8.03,0.97,-0.37,Bicep_Correct_Form
445,-7.56,0.94,-1.03,Bicep_Correct_Form
570,-6.84,1.03,-0.75,Bicep_Correct_Form
649,-7.53,0.59,-0.72,Bicep_Correct_Form
329,-7.56,0.94,-0.37,Bicep_Correct_Form
567,-7.47,0.75,-0.53,Bicep_Correct_Form
507,-7.63,0.59,-0.53,Bicep_Correct_Form
852,-7.72,0.97,-0.41,Bicep_Correct_Form
582,-7.81,1.59,-0.72,Bicep_Correct_Form
498,-7.91,1.12,-0.69,Bicep_Correct_Form
970,-7.63,0.84,-0.94,Bicep_Correct_Form
364,-7.38,1.25,-0.63,Bicep_Correct_Form
422,-7.34,0.75,-0.91,Bicep_Correct_Form
971,-7.78,0.78,-0.97,Bicep_Correct_Form
402,-7.47,1.31,-0.56,Bicep_Correct_Form
691,-7.31,1.66,-0.72,Bicep_Correct_Form
601,-7.53,0.75,-0.84,Bicep_Correct_Form
451,-7.47,1.47,-0.75,Bicep_Correct_Form
905,-7.84,0.78,-0.63,Bicep_Correct_Form
